ID,DATE,TO,FROM,REASON,SERVER,CHANNEL,QUANT_1,QUANT_1_ID,QUANT_1_DUPLICATE_ID,QUANT_1_DISMISSED,QUANT_2,QUANT_2_ID,QUANT_2_DUPLICATE_ID,QUANT_2_DISMISSED,QUANT_3,QUANT_3_ID,QUANT_3_DUPLICATE_ID,QUANT_3_DISMISSED,AVG QUANT,CORRECTION ADD,CORRECTION SUB,CORRECTION COMMENT,FINAL QUANT
1011,01/01/2021-00:00:00,bot30#1000,bot20#1000,mock reason text,mock server,mock channel,144,0x00000000000000c2b4c2ddfb14e64f,,,55,0x0000000000000003c2b3fe34fd8238,,,144,0x000000000000001ca661c0a9a5b84c,,,114,,,,114
1012,01/01/2021-00:00:00,bot15#1000,bot43#1000,mock reason text,mock server,mock channel,21,0x000000000000002f8bf109c90bf922,,,21,0x00000000000000b29346541e142830,,,21,0x00000000000000956b7baf06948d80,,,21,,,,21
1013,01/01/2021-00:00:00,bot43#1000,bot47#1000,mock reason text,mock server,mock channel,144,0x000000000000009a5ae55387dcd44f,,,55,0x00000000000000b3bcae77409a744f,,,55,0x00000000000000c2b4c2ddfb14e64f,,,84,,,,84
1014,01/01/2021-00:00:00,bot28#1000,bot20#1000,mock reason text,mock server,mock channel,0,0x0000000000000003c2b3fe34fd8238,,,0,0x000000000000001ca661c0a9a5b84c,,,55,0x00000000000000446e176b5f187eac,,,18,,,,18
1015,01/01/2021-00:00:00,bot28#1000,bot2#1000,mock reason text,mock server,mock channel,144,0x000000000000002f8bf109c90bf922,,,0,0x00000000000000b29346541e142830,1903,,55,0x00000000000000956b7baf06948d80,,,84,,,,0
1016,01/01/2021-00:00:00,bot41#1000,bot30#1000,mock reason text,mock server,mock channel,13,0x00000000000000b3bcae77409a744f,,,13,0x00000000000000c2b4c2ddfb14e64f,,,13,0x0000000000000003c2b3fe34fd8238,,,13,,,,13
1017,01/01/2021-00:00:00,bot4#1000,bot8#1000,mock reason text,mock server,mock channel,144,0x00000000000000b3bcae77409a744f,,,144,0x00000000000000c2b4c2ddfb14e64f,,,0,0x0000000000000003c2b3fe34fd8238,,,96,,,,96
1018,01/01/2021-00:00:00,bot7#1000,bot43#1000,mock reason text,mock server,mock channel,21,0x00000000000000b29346541e142830,,,55,0x00000000000000956b7baf06948d80,,,13,0x000000000000009a5ae55387dcd44f,,,29,,,,29
1019,01/01/2021-00:00:00,bot24#1000,bot49#1000,mock reason text,mock server,mock channel,55,0x00000000000000446e176b5f187eac,,,55,0x000000000000001c17bb7fb68ec8bc,,,55,0x000000000000002f8bf109c90bf922,,,55,,,,55
1020,01/01/2021-00:00:00,bot6#1000,bot17#1000,mock reason text,mock server,mock channel,0,0x000000000000002f8bf109c90bf922,,,21,0x00000000000000b29346541e142830,,,0,0x00000000000000956b7baf06948d80,,,7,,,,7
1021,01/01/2021-00:00:00,bot32#1000,bot17#1000,mock reason text,mock server,mock channel,13,0x00000000000000446e176b5f187eac,,,0,0x000000000000001c17bb7fb68ec8bc,,,0,0x000000000000002f8bf109c90bf922,,,4,,,,4
1022,01/01/2021-00:00:00,bot17#1000,bot37#1000,mock reason text,mock server,mock channel,13,0x00000000000000b29346541e142830,,,13,0x00000000000000956b7baf06948d80,,,13,0x000000000000009a5ae55387dcd44f,,,13,,,,13
1023,01/01/2021-00:00:00,bot5#1000,bot45#1000,mock reason text,mock server,mock channel,144,0x00000000000000446e176b5f187eac,,,21,0x000000000000001c17bb7fb68ec8bc,,,13,0x000000000000002f8bf109c90bf922,,,59,,,,59
1024,01/01/2021-00:00:00,bot6#1000,bot38#1000,mock reason text,mock server,mock channel,144,0x00000000000000c2b4c2ddfb14e64f,,,0,0x0000000000000003c2b3fe34fd8238,,,21,0x000000000000001ca661c0a9a5b84c,,,55,,,,55
1025,01/01/2021-00:00:00,bot15#1000,bot19#1000,mock reason text,mock server,mock channel,13,0x000000000000001ca661c0a9a5b84c,,,13,0x00000000000000446e176b5f187eac,,,13,0x000000000000001c17bb7fb68ec8bc,,,13,,,,13
1026,01/01/2021-00:00:00,bot11#1000,bot12#1000,mock reason text,mock server,mock channel,55,0x000000000000001ca661c0a9a5b84c,,,144,0x00000000000000446e176b5f187eac,,,55,0x000000000000001c17bb7fb68ec8bc,,,84,,79,substraction comment,5
1027,01/01/2021-00:00:00,bot2#1000,bot27#1000,mock reason text,mock server,mock channel,21,0x00000000000000c2b4c2ddfb14e64f,,,21,0x0000000000000003c2b3fe34fd8238,,,21,0x000000000000001ca661c0a9a5b84c,,,21,,,,21
1028,01/01/2021-00:00:00,bot10#1000,bot47#1000,mock reason text,mock server,mock channel,13,0x0000000000000003c2b3fe34fd8238,,,21,0x000000000000001ca661c0a9a5b84c,,,0,0x00000000000000446e176b5f187eac,,,11,,,,11
1029,01/01/2021-00:00:00,bot2#1000,bot2#1000,mock reason text,mock server,mock channel,13,0x000000000000009a5ae55387dcd44f,,,13,0x00000000000000b3bcae77409a744f,,,55,0x00000000000000c2b4c2ddfb14e64f,,,27,,,,27
1030,01/01/2021-00:00:00,bot43#1000,bot14#1000,mock reason text,mock server,mock channel,13,0x00000000000000b3bcae77409a744f,,,55,0x00000000000000c2b4c2ddfb14e64f,,,144,0x0000000000000003c2b3fe34fd8238,,,70,,,,70
1031,01/01/2021-00:00:00,bot1#1000,bot2#1000,mock reason text,mock server,mock channel,0,0x000000000000001ca661c0a9a5b84c,,,0,0x00000000000000446e176b5f187eac,,,55,0x000000000000001c17bb7fb68ec8bc,,,18,,,,18
1032,01/01/2021-00:00:00,bot24#1000,bot15#1000,mock reason text,mock server,mock channel,144,0x00000000000000c2b4c2ddfb14e64f,,,55,0x0000000000000003c2b3fe34fd8238,,,144,0x000000000000001ca661c0a9a5b84c,,,114,,,,114
1033,01/01/2021-00:00:00,bot21#1000,bot15#1000,mock reason text,mock server,mock channel,0,0x00000000000000b29346541e142830,,,21,0x00000000000000956b7baf06948d80,,,144,0x000000000000009a5ae55387dcd44f,,,55,,,,55
1034,01/01/2021-00:00:00,bot41#1000,bot37#1000,mock reason text,mock server,mock channel,144,0x000000000000009a5ae55387dcd44f,,,21,0x00000000000000b3bcae77409a744f,,,13,0x00000000000000c2b4c2ddfb14e64f,,,59,,,,59
1035,01/01/2021-00:00:00,bot7#1000,bot1#1000,mock reason text,mock server,mock channel,21,0x00000000000000b3bcae77409a744f,,,55,0x00000000000000c2b4c2ddfb14e64f,,,21,0x0000000000000003c2b3fe34fd8238,,,32,,,,32
1036,01/01/2021-00:00:00,bot24#1000,bot49#1000,mock reason text,mock server,mock channel,55,0x00000000000000c2b4c2ddfb14e64f,,,55,0x0000000000000003c2b3fe34fd8238,,,55,0x000000000000001ca661c0a9a5b84c,,,55,39,,addition comment,94
1037,01/01/2021-00:00:00,bot24#1000,bot43#1000,mock reason text,mock server,mock channel,21,0x0000000000000003c2b3fe34fd8238,,,13,0x000000000000001ca661c0a9a5b84c,,,13,0x00000000000000446e176b5f187eac,,,15,,,,15
1038,01/01/2021-00:00:00,bot6#1000,bot49#1000,mock reason text,mock server,mock channel,55,0x000000000000009a5ae55387dcd44f,,,21,0x00000000000000b3bcae77409a744f,,,21,0x00000000000000c2b4c2ddfb14e64f,,,32,,,,32
1039,01/01/2021-00:00:00,bot43#1000,bot22#1000,mock reason text,mock server,mock channel,21,0x00000000000000956b7baf06948d80,,,144,0x000000000000009a5ae55387dcd44f,,,55,0x00000000000000b3bcae77409a744f,,,73,,,,73
1040,01/01/2021-00:00:00,bot35#1000,bot43#1000,mock reason text,mock server,mock channel,21,0x000000000000001c17bb7fb68ec8bc,,,13,0x000000000000002f8bf109c90bf922,,,21,0x00000000000000b29346541e142830,,,18,,,,18
1041,01/01/2021-00:00:00,bot7#1000,bot12#1000,mock reason text,mock server,mock channel,144,0x000000000000009a5ae55387dcd44f,,,0,0x00000000000000b3bcae77409a744f,,,144,0x00000000000000c2b4c2ddfb14e64f,,,96,,,,96
1042,01/01/2021-00:00:00,bot9#1000,bot29#1000,mock reason text,mock server,mock channel,0,0x00000000000000446e176b5f187eac,,,13,0x000000000000001c17bb7fb68ec8bc,,,0,0x000000000000002f8bf109c90bf922,,,4,,,,4
1043,01/01/2021-00:00:00,bot32#1000,bot5#1000,mock reason text,mock server,mock channel,0,0x000000000000002f8bf109c90bf922,,,144,0x00000000000000b29346541e142830,,,0,0x00000000000000956b7baf06948d80,,,48,,,,48
1044,01/01/2021-00:00:00,bot1#1000,bot33#1000,mock reason text,mock server,mock channel,55,0x00000000000000b3bcae77409a744f,,,55,0x00000000000000c2b4c2ddfb14e64f,,,144,0x0000000000000003c2b3fe34fd8238,,,84,,,,84
1045,01/01/2021-00:00:00,bot2#1000,bot36#1000,mock reason text,mock server,mock channel,21,0x00000000000000c2b4c2ddfb14e64f,,,13,0x0000000000000003c2b3fe34fd8238,,,0,0x000000000000001ca661c0a9a5b84c,,,11,,,,11
1046,01/01/2021-00:00:00,bot35#1000,bot30#1000,mock reason text,mock server,mock channel,144,0x000000000000009a5ae55387dcd44f,,,55,0x00000000000000b3bcae77409a744f,,,13,0x00000000000000c2b4c2ddfb14e64f,,,70,,,,70
1047,01/01/2021-00:00:00,bot14#1000,bot49#1000,mock reason text,mock server,mock channel,55,0x00000000000000446e176b5f187eac,,,55,0x000000000000001c17bb7fb68ec8bc,,,13,0x000000000000002f8bf109c90bf922,,,41,,,,41
1048,01/01/2021-00:00:00,bot7#1000,bot48#1000,mock reason text,mock server,mock channel,144,0x000000000000001c17bb7fb68ec8bc,,,21,0x000000000000002f8bf109c90bf922,,,0,0x00000000000000b29346541e142830,,TRUE,103,,,,0
1049,01/01/2021-00:00:00,bot46#1000,bot22#1000,mock reason text,mock server,mock channel,144,0x0000000000000003c2b3fe34fd8238,,,0,0x000000000000001ca661c0a9a5b84c,,,55,0x00000000000000446e176b5f187eac,,,66,,,,66
1050,01/01/2021-00:00:00,bot24#1000,bot6#1000,mock reason text,mock server,mock channel,21,0x000000000000001ca661c0a9a5b84c,,,21,0x00000000000000446e176b5f187eac,,,21,0x000000000000001c17bb7fb68ec8bc,,,21,,,,21
1051,01/01/2021-00:00:00,bot16#1000,bot28#1000,mock reason text,mock server,mock channel,0,0x0000000000000003c2b3fe34fd8238,,,0,0x000000000000001ca661c0a9a5b84c,,,144,0x00000000000000446e176b5f187eac,,,48,,,,48
1052,01/01/2021-00:00:00,bot42#1000,bot13#1000,mock reason text,mock server,mock channel,21,0x000000000000002f8bf109c90bf922,,,144,0x00000000000000b29346541e142830,,,55,0x00000000000000956b7baf06948d80,,,73,,,,73
1053,01/01/2021-00:00:00,bot6#1000,bot28#1000,mock reason text,mock server,mock channel,0,0x000000000000001ca661c0a9a5b84c,,,13,0x00000000000000446e176b5f187eac,,,0,0x000000000000001c17bb7fb68ec8bc,,,4,,,,4
1054,01/01/2021-00:00:00,bot30#1000,bot8#1000,mock reason text,mock server,mock channel,0,0x000000000000001ca661c0a9a5b84c,,,0,0x00000000000000446e176b5f187eac,,,0,0x000000000000001c17bb7fb68ec8bc,,,0,,,,0
1055,01/01/2021-00:00:00,bot1#1000,bot19#1000,mock reason text,mock server,mock channel,55,0x000000000000002f8bf109c90bf922,,,13,0x00000000000000b29346541e142830,,,21,0x00000000000000956b7baf06948d80,,,29,,,,29
1056,01/01/2021-00:00:00,bot1#1000,bot13#1000,mock reason text,mock server,mock channel,13,0x00000000000000b3bcae77409a744f,,,13,0x00000000000000c2b4c2ddfb14e64f,,,21,0x0000000000000003c2b3fe34fd8238,,,15,,,,15
1057,01/01/2021-00:00:00,bot5#1000,bot49#1000,mock reason text,mock server,mock channel,144,0x000000000000001c17bb7fb68ec8bc,,,55,0x000000000000002f8bf109c90bf922,,,13,0x00000000000000b29346541e142830,,,70,,,,70
1058,01/01/2021-00:00:00,bot5#1000,bot47#1000,mock reason text,mock server,mock channel,0,0x00000000000000c2b4c2ddfb14e64f,,,0,0x0000000000000003c2b3fe34fd8238,,,0,0x000000000000001ca661c0a9a5b84c,,,0,,,,0
1059,01/01/2021-00:00:00,bot15#1000,bot29#1000,mock reason text,mock server,mock channel,55,0x00000000000000b3bcae77409a744f,,,144,0x00000000000000c2b4c2ddfb14e64f,,,144,0x0000000000000003c2b3fe34fd8238,,,114,,,,114
1060,01/01/2021-00:00:00,bot14#1000,bot19#1000,mock reason text,mock server,mock channel,55,0x000000000000009a5ae55387dcd44f,,,144,0x00000000000000b3bcae77409a744f,,,0,0x00000000000000c2b4c2ddfb14e64f,,,66,,,,66
1061,01/01/2021-00:00:00,bot24#1000,bot14#1000,mock reason text,mock server,mock channel,21,0x00000000000000956b7baf06948d80,,,0,0x000000000000009a5ae55387dcd44f,,,13,0x00000000000000b3bcae77409a744f,,,11,,,,11
1062,01/01/2021-00:00:00,bot5#1000,bot21#1000,mock reason text,mock server,mock channel,0,0x0000000000000003c2b3fe34fd8238,,,0,0x000000000000001ca661c0a9a5b84c,,,0,0x00000000000000446e176b5f187eac,,,0,,,,0
1063,01/01/2021-00:00:00,bot1#1000,bot13#1000,mock reason text,mock server,mock channel,21,0x000000000000009a5ae55387dcd44f,,,144,0x00000000000000b3bcae77409a744f,,,55,0x00000000000000c2b4c2ddfb14e64f,,,73,,,,73
1064,01/01/2021-00:00:00,bot35#1000,bot43#1000,mock reason text,mock server,mock channel,13,0x00000000000000446e176b5f187eac,,,0,0x000000000000001c17bb7fb68ec8bc,,,21,0x000000000000002f8bf109c90bf922,,,11,,9,substraction comment,2
1065,01/01/2021-00:00:00,bot15#1000,bot48#1000,mock reason text,mock server,mock channel,21,0x0000000000000003c2b3fe34fd8238,,,13,0x000000000000001ca661c0a9a5b84c,,,13,0x00000000000000446e176b5f187eac,,,15,,,,15
1066,01/01/2021-00:00:00,bot24#1000,bot21#1000,mock reason text,mock server,mock channel,144,0x000000000000001ca661c0a9a5b84c,,,144,0x00000000000000446e176b5f187eac,,,0,0x000000000000001c17bb7fb68ec8bc,,TRUE,114,,,,0
1067,01/01/2021-00:00:00,bot10#1000,bot15#1000,mock reason text,mock server,mock channel,21,0x00000000000000b29346541e142830,,,13,0x00000000000000956b7baf06948d80,,,21,0x000000000000009a5ae55387dcd44f,,,18,,,,18
1068,01/01/2021-00:00:00,bot10#1000,bot45#1000,mock reason text,mock server,mock channel,144,0x00000000000000c2b4c2ddfb14e64f,,,144,0x0000000000000003c2b3fe34fd8238,,,55,0x000000000000001ca661c0a9a5b84c,,,114,,,,114
1069,01/01/2021-00:00:00,bot16#1000,bot47#1000,mock reason text,mock server,mock channel,55,0x000000000000009a5ae55387dcd44f,,,55,0x00000000000000b3bcae77409a744f,,,55,0x00000000000000c2b4c2ddfb14e64f,,,55,,,,55
1070,01/01/2021-00:00:00,bot1#1000,bot20#1000,mock reason text,mock server,mock channel,0,0x00000000000000b3bcae77409a744f,,,13,0x00000000000000c2b4c2ddfb14e64f,,,144,0x0000000000000003c2b3fe34fd8238,,,52,,,,52
1071,01/01/2021-00:00:00,bot41#1000,bot4#1000,mock reason text,mock server,mock channel,144,0x000000000000002f8bf109c90bf922,,,55,0x00000000000000b29346541e142830,,,55,0x00000000000000956b7baf06948d80,,,84,,,,84
1072,01/01/2021-00:00:00,bot9#1000,bot15#1000,mock reason text,mock server,mock channel,144,0x00000000000000c2b4c2ddfb14e64f,,,144,0x0000000000000003c2b3fe34fd8238,,,55,0x000000000000001ca661c0a9a5b84c,,,114,,,,114
1073,01/01/2021-00:00:00,bot16#1000,bot22#1000,mock reason text,mock server,mock channel,21,0x00000000000000446e176b5f187eac,,,21,0x000000000000001c17bb7fb68ec8bc,,,13,0x000000000000002f8bf109c90bf922,,,18,8,,addition comment,26
1074,01/01/2021-00:00:00,bot22#1000,bot41#1000,mock reason text,mock server,mock channel,55,0x00000000000000956b7baf06948d80,,,0,0x000000000000009a5ae55387dcd44f,,,144,0x00000000000000b3bcae77409a744f,,,66,,,,66
1075,01/01/2021-00:00:00,bot10#1000,bot30#1000,mock reason text,mock server,mock channel,21,0x00000000000000c2b4c2ddfb14e64f,,,21,0x0000000000000003c2b3fe34fd8238,,,144,0x000000000000001ca661c0a9a5b84c,,,62,,,,62
1076,01/01/2021-00:00:00,bot19#1000,bot8#1000,mock reason text,mock server,mock channel,13,0x00000000000000b29346541e142830,,,0,0x00000000000000956b7baf06948d80,,,13,0x000000000000009a5ae55387dcd44f,,,8,,,,8
1077,01/01/2021-00:00:00,bot22#1000,bot48#1000,mock reason text,mock server,mock channel,21,0x00000000000000b29346541e142830,,,55,0x00000000000000956b7baf06948d80,,,55,0x000000000000009a5ae55387dcd44f,,,43,,,,43
1078,01/01/2021-00:00:00,bot11#1000,bot48#1000,mock reason text,mock server,mock channel,21,0x00000000000000c2b4c2ddfb14e64f,,,144,0x0000000000000003c2b3fe34fd8238,,,144,0x000000000000001ca661c0a9a5b84c,,,103,,,,103
1079,01/01/2021-00:00:00,bot41#1000,bot4#1000,mock reason text,mock server,mock channel,13,0x000000000000009a5ae55387dcd44f,,,13,0x00000000000000b3bcae77409a744f,,,21,0x00000000000000c2b4c2ddfb14e64f,,,15,,,,15
1080,01/01/2021-00:00:00,bot15#1000,bot21#1000,mock reason text,mock server,mock channel,55,0x00000000000000c2b4c2ddfb14e64f,,,13,0x0000000000000003c2b3fe34fd8238,,,13,0x000000000000001ca661c0a9a5b84c,,,27,,,,27
1081,01/01/2021-00:00:00,bot1#1000,bot43#1000,mock reason text,mock server,mock channel,13,0x000000000000002f8bf109c90bf922,,,144,0x00000000000000b29346541e142830,,,13,0x00000000000000956b7baf06948d80,,,56,,,,56
1082,01/01/2021-00:00:00,bot23#1000,bot19#1000,mock reason text,mock server,mock channel,144,0x00000000000000446e176b5f187eac,,,0,0x000000000000001c17bb7fb68ec8bc,,,144,0x000000000000002f8bf109c90bf922,,,96,,,,96
1083,01/01/2021-00:00:00,bot7#1000,bot1#1000,mock reason text,mock server,mock channel,13,0x00000000000000446e176b5f187eac,,,13,0x000000000000001c17bb7fb68ec8bc,,,13,0x000000000000002f8bf109c90bf922,,,13,,,,13
1084,01/01/2021-00:00:00,bot28#1000,bot28#1000,mock reason text,mock server,mock channel,21,0x000000000000001c17bb7fb68ec8bc,,,21,0x000000000000002f8bf109c90bf922,,,21,0x00000000000000b29346541e142830,,,21,,,,21
1085,01/01/2021-00:00:00,bot1#1000,bot2#1000,mock reason text,mock server,mock channel,21,0x000000000000002f8bf109c90bf922,,,0,0x00000000000000b29346541e142830,,,144,0x00000000000000956b7baf06948d80,,,55,,,,55
1086,01/01/2021-00:00:00,bot1#1000,bot30#1000,mock reason text,mock server,mock channel,21,0x0000000000000003c2b3fe34fd8238,,,0,0x000000000000001ca661c0a9a5b84c,,,13,0x00000000000000446e176b5f187eac,,,11,,,,11
1087,01/01/2021-00:00:00,bot7#1000,bot15#1000,mock reason text,mock server,mock channel,55,0x00000000000000446e176b5f187eac,,,55,0x000000000000001c17bb7fb68ec8bc,,,55,0x000000000000002f8bf109c90bf922,,,55,,,,55
1088,01/01/2021-00:00:00,bot1#1000,bot43#1000,mock reason text,mock server,mock channel,21,0x00000000000000b3bcae77409a744f,,,144,0x00000000000000c2b4c2ddfb14e64f,,,144,0x0000000000000003c2b3fe34fd8238,,,103,,,,103
1089,01/01/2021-00:00:00,bot32#1000,bot28#1000,mock reason text,mock server,mock channel,144,0x0000000000000003c2b3fe34fd8238,,,144,0x000000000000001ca661c0a9a5b84c,,,0,0x00000000000000446e176b5f187eac,,,96,,,,96
1090,01/01/2021-00:00:00,bot10#1000,bot20#1000,mock reason text,mock server,mock channel,55,0x0000000000000003c2b3fe34fd8238,,,55,0x000000000000001ca661c0a9a5b84c,,,55,0x00000000000000446e176b5f187eac,,,55,,,,55
1091,01/01/2021-00:00:00,bot10#1000,bot8#1000,mock reason text,mock server,mock channel,13,0x00000000000000b3bcae77409a744f,,,21,0x00000000000000c2b4c2ddfb14e64f,,,13,0x0000000000000003c2b3fe34fd8238,,,15,,,,15
1092,01/01/2021-00:00:00,bot7#1000,bot49#1000,mock reason text,mock server,mock channel,0,0x000000000000002f8bf109c90bf922,,,0,0x00000000000000b29346541e142830,,,0,0x00000000000000956b7baf06948d80,,,0,,,,0
1093,01/01/2021-00:00:00,bot42#1000,bot2#1000,mock reason text,mock server,mock channel,144,0x00000000000000956b7baf06948d80,,,0,0x000000000000009a5ae55387dcd44f,,,144,0x00000000000000b3bcae77409a744f,,,96,,,,96
1094,01/01/2021-00:00:00,bot24#1000,bot22#1000,mock reason text,mock server,mock channel,0,0x00000000000000c2b4c2ddfb14e64f,,,55,0x0000000000000003c2b3fe34fd8238,,,0,0x000000000000001ca661c0a9a5b84c,,,18,,,,18
1095,01/01/2021-00:00:00,bot42#1000,bot5#1000,mock reason text,mock server,mock channel,13,0x000000000000001ca661c0a9a5b84c,,,13,0x00000000000000446e176b5f187eac,,,21,0x000000000000001c17bb7fb68ec8bc,,,15,,,,15
1096,01/01/2021-00:00:00,bot35#1000,bot48#1000,mock reason text,mock server,mock channel,21,0x000000000000001c17bb7fb68ec8bc,,,13,0x000000000000002f8bf109c90bf922,,,21,0x00000000000000b29346541e142830,,,18,,,,18
1097,01/01/2021-00:00:00,bot42#1000,bot30#1000,mock reason text,mock server,mock channel,0,0x0000000000000003c2b3fe34fd8238,,,21,0x000000000000001ca661c0a9a5b84c,,,0,0x00000000000000446e176b5f187eac,,,7,,,,7
1098,01/01/2021-00:00:00,bot42#1000,bot47#1000,mock reason text,mock server,mock channel,0,0x00000000000000b29346541e142830,,,13,0x00000000000000956b7baf06948d80,,,21,0x000000000000009a5ae55387dcd44f,,,11,,,,11
1099,01/01/2021-00:00:00,bot26#1000,bot17#1000,mock reason text,mock server,mock channel,13,0x00000000000000c2b4c2ddfb14e64f,,,55,0x0000000000000003c2b3fe34fd8238,,,0,0x000000000000001ca661c0a9a5b84c,,,22,,,,22
1100,01/01/2021-00:00:00,bot17#1000,bot36#1000,mock reason text,mock server,mock channel,21,0x00000000000000b3bcae77409a744f,,,13,0x00000000000000c2b4c2ddfb14e64f,,,144,0x0000000000000003c2b3fe34fd8238,,,59,,,,59
1101,01/01/2021-00:00:00,bot15#1000,bot30#1000,mock reason text,mock server,mock channel,0,0x000000000000001c17bb7fb68ec8bc,,,0,0x000000000000002f8bf109c90bf922,,,0,0x00000000000000b29346541e142830,,,0,,,,0
1102,01/01/2021-00:00:00,bot11#1000,bot30#1000,mock reason text,mock server,mock channel,144,0x000000000000009a5ae55387dcd44f,,,144,0x00000000000000b3bcae77409a744f,,,13,0x00000000000000c2b4c2ddfb14e64f,,,100,,,,100
1103,01/01/2021-00:00:00,bot23#1000,bot10#1000,mock reason text,mock server,mock channel,13,0x00000000000000b3bcae77409a744f,,,144,0x00000000000000c2b4c2ddfb14e64f,,,21,0x0000000000000003c2b3fe34fd8238,,,59,,,,59
1104,01/01/2021-00:00:00,bot14#1000,bot49#1000,mock reason text,mock server,mock channel,21,0x00000000000000b29346541e142830,,,21,0x00000000000000956b7baf06948d80,,,0,0x000000000000009a5ae55387dcd44f,,,14,,,,14
1105,01/01/2021-00:00:00,bot11#1000,bot48#1000,mock reason text,mock server,mock channel,21,0x000000000000009a5ae55387dcd44f,,,55,0x00000000000000b3bcae77409a744f,,,13,0x00000000000000c2b4c2ddfb14e64f,,,29,,,,29
1106,01/01/2021-00:00:00,bot15#1000,bot13#1000,mock reason text,mock server,mock channel,21,0x00000000000000446e176b5f187eac,,,144,0x000000000000001c17bb7fb68ec8bc,,,0,0x000000000000002f8bf109c90bf922,,,55,,,,55
1107,01/01/2021-00:00:00,bot11#1000,bot37#1000,mock reason text,mock server,mock channel,144,0x00000000000000b3bcae77409a744f,,,55,0x00000000000000c2b4c2ddfb14e64f,,,55,0x0000000000000003c2b3fe34fd8238,,,84,,,,84
1108,01/01/2021-00:00:00,bot41#1000,bot27#1000,mock reason text,mock server,mock channel,13,0x00000000000000b3bcae77409a744f,,,55,0x00000000000000c2b4c2ddfb14e64f,,,0,0x0000000000000003c2b3fe34fd8238,,,22,,,,22
1109,01/01/2021-00:00:00,bot30#1000,bot8#1000,mock reason text,mock server,mock channel,144,0x000000000000002f8bf109c90bf922,,,0,0x00000000000000b29346541e142830,,,55,0x00000000000000956b7baf06948d80,,,66,,,,66
1110,01/01/2021-00:00:00,bot5#1000,bot22#1000,mock reason text,mock server,mock channel,55,0x00000000000000956b7baf06948d80,,,55,0x000000000000009a5ae55387dcd44f,,,144,0x00000000000000b3bcae77409a744f,,,84,,,,84
1111,01/01/2021-00:00:00,bot13#1000,bot43#1000,mock reason text,mock server,mock channel,55,0x000000000000002f8bf109c90bf922,,,144,0x00000000000000b29346541e142830,,,0,0x00000000000000956b7baf06948d80,,,66,,,,66
1112,01/01/2021-00:00:00,bot35#1000,bot27#1000,mock reason text,mock server,mock channel,21,0x0000000000000003c2b3fe34fd8238,,,55,0x000000000000001ca661c0a9a5b84c,,,144,0x00000000000000446e176b5f187eac,,,73,,,,73
