ID,DATE,TO,FROM,REASON,SERVER,CHANNEL,QUANT_1,QUANT_1_ID,QUANT_1_DUPLICATE_ID,QUANT_1_DISMISSED,QUANT_2,QUANT_2_ID,QUANT_2_DUPLICATE_ID,QUANT_2_DISMISSED,QUANT_3,QUANT_3_ID,QUANT_3_DUPLICATE_ID,QUANT_3_DISMISSED,AVG QUANT,CORRECTION ADD,CORRECTION SUB,CORRECTION COMMENT,FINAL QUANT
1014,01/01/2021-00:00:00,0xd2b94759ac8ca709f88256bee02d1016a791e784,0x2f781d66d81ba3d4fe698eada39d91996386010c,mock reason text,mock server,mock channel,13,0x8dd6c79db4467f557a7135beb2c599c6846ea590,,,0,0xf905660d67df234d0ba79af95ceaef07fff48fe0,,,21,0x86f951adb15bb4a3371f03692c468fcf7104b8d3,,,11,,9,substraction comment,2
1015,01/01/2021-00:00:00,0xee81a01acd8a84d4261ee7b9dca53122a0972144,0xf6421ae52ae94155586396ce7fb39fdb5b668ec5,mock reason text,mock server,mock channel,144,0x30d6feaf5cc6aa7dc2a33a993303e54ae193ffd0,,,0,0x5da27138c751e76e1af4ab8963c7926f5b4275f4,,,55,0xee81a01acd8a84d4261ee7b9dca53122a0972144,,,66,,,,66
1016,01/01/2021-00:00:00,0x2b4175a721743ca6fbe7bb325db0738a2739450e,0xcd513d5c1726428d3e7b2e313ba51251ecf267cf,mock reason text,mock server,mock channel,13,0xe90eb9f5d781a8f351bf3fc6ead5387bed55c00e,,,144,0x82da8d997be894b6ec93f447152d276fe746084c,,,13,0xae30cb4d07916e25ddc6b3fe385a7980112d41d7,,,56,,,,56
1017,01/01/2021-00:00:00,0x4c4a52504b90bf352f93984241bc5b52ea1c2552,0x3314cc39f80c646f07db007b25b82cfe9dfc662,mock reason text,mock server,mock channel,21,0x8dd6c79db4467f557a7135beb2c599c6846ea590,,,144,0xf905660d67df234d0ba79af95ceaef07fff48fe0,,,21,0x86f951adb15bb4a3371f03692c468fcf7104b8d3,,,62,55,,addition comment,117
1018,01/01/2021-00:00:00,0x4bb3b9e33ad8c9c69d16c17c0ed7f127963a8efe,0xe1e9ab8b37e2cc1933684842df774224532e8169,mock reason text,mock server,mock channel,13,0xf905660d67df234d0ba79af95ceaef07fff48fe0,,,21,0x86f951adb15bb4a3371f03692c468fcf7104b8d3,,,0,0xe90eb9f5d781a8f351bf3fc6ead5387bed55c00e,,,11,,,,11
1019,01/01/2021-00:00:00,0x82da8d997be894b6ec93f447152d276fe746084c,0xaaa4f975ea8786372e7733629c1a1131953a3314,mock reason text,mock server,mock channel,144,0xf905660d67df234d0ba79af95ceaef07fff48fe0,,,144,0x86f951adb15bb4a3371f03692c468fcf7104b8d3,,,144,0xe90eb9f5d781a8f351bf3fc6ead5387bed55c00e,,,144,,,,144
1020,01/01/2021-00:00:00,0xf905660d67df234d0ba79af95ceaef07fff48fe0,0x960a7abb185b64d0e572ab1b68441f72b13eacc1,mock reason text,mock server,mock channel,21,0x30d6feaf5cc6aa7dc2a33a993303e54ae193ffd0,,,55,0x5da27138c751e76e1af4ab8963c7926f5b4275f4,,,13,0xee81a01acd8a84d4261ee7b9dca53122a0972144,,,29,,,,29
1021,01/01/2021-00:00:00,0x37830847e28f226321624be902aad9a3b64df1f4,0xdc2f55aed1341b6c05b073a500da787a84861f2b,mock reason text,mock server,mock channel,0,0x1dfaf006ac01eeff60f3dac4b9947f36538d37c0,,,0,0x8dd6c79db4467f557a7135beb2c599c6846ea590,,,55,0xf905660d67df234d0ba79af95ceaef07fff48fe0,,,18,,,,18
1022,01/01/2021-00:00:00,0xe90eb9f5d781a8f351bf3fc6ead5387bed55c00e,0x8dd6c79db4467f557a7135beb2c599c6846ea590,mock reason text,mock server,mock channel,0,0xee81a01acd8a84d4261ee7b9dca53122a0972144,,,0,0x1dfaf006ac01eeff60f3dac4b9947f36538d37c0,,,0,0x8dd6c79db4467f557a7135beb2c599c6846ea590,,,0,11,,addition comment,11
1023,01/01/2021-00:00:00,0xe90eb9f5d781a8f351bf3fc6ead5387bed55c00e,0xa38b20592b4712ce5113236c1e23dfbe8121acd9,mock reason text,mock server,mock channel,21,0x8dd6c79db4467f557a7135beb2c599c6846ea590,,,13,0xf905660d67df234d0ba79af95ceaef07fff48fe0,,,21,0x86f951adb15bb4a3371f03692c468fcf7104b8d3,,,18,,,,18
1024,01/01/2021-00:00:00,0xc64d1c4382b5cb467bc9415ab68fe672c92605c8,0x7ecee60274c438a7f13b6fa58912c67b2be2690a,mock reason text,mock server,mock channel,55,0x30d6feaf5cc6aa7dc2a33a993303e54ae193ffd0,,,144,0x5da27138c751e76e1af4ab8963c7926f5b4275f4,,,13,0xee81a01acd8a84d4261ee7b9dca53122a0972144,,,70,,,,70
1025,01/01/2021-00:00:00,0x86f951adb15bb4a3371f03692c468fcf7104b8d3,0x626eeeab70421a28968c4b570ac9671e167fc130,mock reason text,mock server,mock channel,144,0x30d6feaf5cc6aa7dc2a33a993303e54ae193ffd0,,,144,0x5da27138c751e76e1af4ab8963c7926f5b4275f4,,,55,0xee81a01acd8a84d4261ee7b9dca53122a0972144,,,114,,,,114
1026,01/01/2021-00:00:00,0x53d6a3f83d5d4b7ff7e35550f687c3e37cd1d34e,0x6a20fbd3b3bf1bb6bcd5b05ae079ba01a4ab9de7,mock reason text,mock server,mock channel,21,0x30d6feaf5cc6aa7dc2a33a993303e54ae193ffd0,,,13,0x5da27138c751e76e1af4ab8963c7926f5b4275f4,,,0,0xee81a01acd8a84d4261ee7b9dca53122a0972144,2552,,59,,,,0
1027,01/01/2021-00:00:00,0xe90eb9f5d781a8f351bf3fc6ead5387bed55c00e,0xd4cfae3aa4ec6f49f0f8606e931ff9f157fd19c8,mock reason text,mock server,mock channel,21,0xe90eb9f5d781a8f351bf3fc6ead5387bed55c00e,,,55,0x82da8d997be894b6ec93f447152d276fe746084c,,,21,0xae30cb4d07916e25ddc6b3fe385a7980112d41d7,,,32,,,,32
1028,01/01/2021-00:00:00,0xe726aaeea3e8d35d3d582db27fbef45437ee7969,0xafcbe089126bb6d9ffc9e4d2405d6710c0cd40ad,mock reason text,mock server,mock channel,13,0xe90eb9f5d781a8f351bf3fc6ead5387bed55c00e,,,13,0x82da8d997be894b6ec93f447152d276fe746084c,,,13,0xae30cb4d07916e25ddc6b3fe385a7980112d41d7,,,13,,6,substraction comment,7
1029,01/01/2021-00:00:00,0x5da27138c751e76e1af4ab8963c7926f5b4275f4,0xf65ab60dd89ee0fc802e155144e47f8a4ce82279,mock reason text,mock server,mock channel,55,0x8dd6c79db4467f557a7135beb2c599c6846ea590,,,55,0xf905660d67df234d0ba79af95ceaef07fff48fe0,,,55,0x86f951adb15bb4a3371f03692c468fcf7104b8d3,,,55,,,,55
1030,01/01/2021-00:00:00,0x1a525316cac104f2170ea4365ed0a1e231eef3c4,0x6a20fbd3b3bf1bb6bcd5b05ae079ba01a4ab9de7,mock reason text,mock server,mock channel,144,0x82da8d997be894b6ec93f447152d276fe746084c,,,144,0xae30cb4d07916e25ddc6b3fe385a7980112d41d7,,,21,0x30d6feaf5cc6aa7dc2a33a993303e54ae193ffd0,,,103,,,,103
1031,01/01/2021-00:00:00,0xf50941cbc73ab1a40e33dd1c4446aa8648933ecb,0x6a20fbd3b3bf1bb6bcd5b05ae079ba01a4ab9de7,mock reason text,mock server,mock channel,144,0x82da8d997be894b6ec93f447152d276fe746084c,,,0,0xae30cb4d07916e25ddc6b3fe385a7980112d41d7,2556,,144,0x30d6feaf5cc6aa7dc2a33a993303e54ae193ffd0,,,100,,,,0
1032,01/01/2021-00:00:00,0xd2b366764ed9babcaaa859af462f56338889ed4d,0x85737f736fb68f50ebf64f20321ef5431849d34a,mock reason text,mock server,mock channel,0,0xae30cb4d07916e25ddc6b3fe385a7980112d41d7,,TRUE,144,0x30d6feaf5cc6aa7dc2a33a993303e54ae193ffd0,,,21,0x5da27138c751e76e1af4ab8963c7926f5b4275f4,,,62,,,,0
1033,01/01/2021-00:00:00,0x690dd93dc7b39ed23365fb0f611ea25857082bf5,0x7bf31d516621383bb462d69127e546d927d12376,mock reason text,mock server,mock channel,0,0xf905660d67df234d0ba79af95ceaef07fff48fe0,,,0,0x86f951adb15bb4a3371f03692c468fcf7104b8d3,,,144,0xe90eb9f5d781a8f351bf3fc6ead5387bed55c00e,,,48,,,,48
1034,01/01/2021-00:00:00,0x1dfaf006ac01eeff60f3dac4b9947f36538d37c0,0xee81a01acd8a84d4261ee7b9dca53122a0972144,mock reason text,mock server,mock channel,0,0xe90eb9f5d781a8f351bf3fc6ead5387bed55c00e,,,0,0x82da8d997be894b6ec93f447152d276fe746084c,,,0,0xae30cb4d07916e25ddc6b3fe385a7980112d41d7,,,0,,,,0
1035,01/01/2021-00:00:00,0x8dd6c79db4467f557a7135beb2c599c6846ea590,0x2b30e7af1fc3848e28f30dd7cd6d620ead7d6420,mock reason text,mock server,mock channel,55,0x1dfaf006ac01eeff60f3dac4b9947f36538d37c0,,,55,0x8dd6c79db4467f557a7135beb2c599c6846ea590,,,0,0xf905660d67df234d0ba79af95ceaef07fff48fe0,,,36,,,,36
1036,01/01/2021-00:00:00,0x8e8c1bd9393cb4a87044c589e222bb5c7dda105e,0xcdbb9d33a87f9708ac10b73c43973b791698b87,mock reason text,mock server,mock channel,21,0x5da27138c751e76e1af4ab8963c7926f5b4275f4,,,0,0xee81a01acd8a84d4261ee7b9dca53122a0972144,,,55,0x1dfaf006ac01eeff60f3dac4b9947f36538d37c0,,,25,,,,25
1037,01/01/2021-00:00:00,0xf905660d67df234d0ba79af95ceaef07fff48fe0,0x4ec093de9837f2948732b1ec2bffcc7e1265e6ef,mock reason text,mock server,mock channel,144,0xee81a01acd8a84d4261ee7b9dca53122a0972144,,,0,0x1dfaf006ac01eeff60f3dac4b9947f36538d37c0,,,55,0x8dd6c79db4467f557a7135beb2c599c6846ea590,,,66,,,,66
1038,01/01/2021-00:00:00,0x85737f736fb68f50ebf64f20321ef5431849d34a,0xcdbb9d33a87f9708ac10b73c43973b791698b87,mock reason text,mock server,mock channel,144,0x8dd6c79db4467f557a7135beb2c599c6846ea590,,,0,0xf905660d67df234d0ba79af95ceaef07fff48fe0,,,144,0x86f951adb15bb4a3371f03692c468fcf7104b8d3,,,96,,,,96
1039,01/01/2021-00:00:00,0xaa7374809c6f01273312c49f7df82d88042db2ad,0xe90eb9f5d781a8f351bf3fc6ead5387bed55c00e,mock reason text,mock server,mock channel,21,0x30d6feaf5cc6aa7dc2a33a993303e54ae193ffd0,,,13,0x5da27138c751e76e1af4ab8963c7926f5b4275f4,,,13,0xee81a01acd8a84d4261ee7b9dca53122a0972144,,,15,,,,15
1040,01/01/2021-00:00:00,0xde3ce08bd359a0fdf595167ad62b0c1296e67c03,0xcdbb9d33a87f9708ac10b73c43973b791698b87,mock reason text,mock server,mock channel,0,0x1dfaf006ac01eeff60f3dac4b9947f36538d37c0,,,144,0x8dd6c79db4467f557a7135beb2c599c6846ea590,,,0,0xf905660d67df234d0ba79af95ceaef07fff48fe0,,,48,,,,48
1041,01/01/2021-00:00:00,0xf52b53366d1a87177df0457840bc240d7744be45,0xaa7374809c6f01273312c49f7df82d88042db2ad,mock reason text,mock server,mock channel,55,0xe90eb9f5d781a8f351bf3fc6ead5387bed55c00e,,,144,0x82da8d997be894b6ec93f447152d276fe746084c,,,55,0xae30cb4d07916e25ddc6b3fe385a7980112d41d7,,,84,,,,84
1042,01/01/2021-00:00:00,0x82da8d997be894b6ec93f447152d276fe746084c,0x85f4871205daa497cbdefacd8f9187fac6d4416,mock reason text,mock server,mock channel,13,0x5da27138c751e76e1af4ab8963c7926f5b4275f4,,,13,0xee81a01acd8a84d4261ee7b9dca53122a0972144,,,0,0x1dfaf006ac01eeff60f3dac4b9947f36538d37c0,,,8,,,,8
1043,01/01/2021-00:00:00,0x8e8c1bd9393cb4a87044c589e222bb5c7dda105e,0x7bf31d516621383bb462d69127e546d927d12376,mock reason text,mock server,mock channel,21,0x1dfaf006ac01eeff60f3dac4b9947f36538d37c0,,,21,0x8dd6c79db4467f557a7135beb2c599c6846ea590,,,21,0xf905660d67df234d0ba79af95ceaef07fff48fe0,,,21,,,,21
1044,01/01/2021-00:00:00,0x84d095f3de66ef7fda150d8fe57b649f481e0a7e,0x12a305e08f18eb30cd722f102e05ff63378c64c6,mock reason text,mock server,mock channel,13,0x30d6feaf5cc6aa7dc2a33a993303e54ae193ffd0,,,144,0x5da27138c751e76e1af4ab8963c7926f5b4275f4,,,13,0xee81a01acd8a84d4261ee7b9dca53122a0972144,,,56,,,,56
1045,01/01/2021-00:00:00,0xeebb53d4bf978786619e568d6c2f96987bcb450d,0x5017da65296f1a6eaca6c5d9db2b4a916041c1a5,mock reason text,mock server,mock channel,13,0xf905660d67df234d0ba79af95ceaef07fff48fe0,,,13,0x86f951adb15bb4a3371f03692c468fcf7104b8d3,,,55,0xe90eb9f5d781a8f351bf3fc6ead5387bed55c00e,,,27,,,,27
1046,01/01/2021-00:00:00,0x13bb49b19fbb86c1ed7c06dd26ed66d16821b03d,0x3819ff0e11241a01548b3a88ae274420b5e44b3f,mock reason text,mock server,mock channel,0,0x30d6feaf5cc6aa7dc2a33a993303e54ae193ffd0,,,21,0x5da27138c751e76e1af4ab8963c7926f5b4275f4,,,0,0xee81a01acd8a84d4261ee7b9dca53122a0972144,,,7,,,,7
1047,01/01/2021-00:00:00,0x47a4a0e175ecfef806f4bb117ee3a895142b6f73,0x60011cc330ca2910eeb77947d0362005ae8883d2,mock reason text,mock server,mock channel,21,0x1dfaf006ac01eeff60f3dac4b9947f36538d37c0,,,0,0x8dd6c79db4467f557a7135beb2c599c6846ea590,,,13,0xf905660d67df234d0ba79af95ceaef07fff48fe0,,,11,,,,11
1048,01/01/2021-00:00:00,0xc64d1c4382b5cb467bc9415ab68fe672c92605c8,0x3fdc26a0610304552259152edddb7b31cf899288,mock reason text,mock server,mock channel,55,0x86f951adb15bb4a3371f03692c468fcf7104b8d3,,,13,0xe90eb9f5d781a8f351bf3fc6ead5387bed55c00e,,,21,0x82da8d997be894b6ec93f447152d276fe746084c,,,29,,,,29
1049,01/01/2021-00:00:00,0x84d095f3de66ef7fda150d8fe57b649f481e0a7e,0xf6421ae52ae94155586396ce7fb39fdb5b668ec5,mock reason text,mock server,mock channel,144,0x8dd6c79db4467f557a7135beb2c599c6846ea590,,,144,0xf905660d67df234d0ba79af95ceaef07fff48fe0,,,0,0x86f951adb15bb4a3371f03692c468fcf7104b8d3,,,96,,,,96
1050,01/01/2021-00:00:00,0xde3ce08bd359a0fdf595167ad62b0c1296e67c03,0x8971b06dff0aa883877ef6fe1361b9d09dc76d8,mock reason text,mock server,mock channel,144,0xf905660d67df234d0ba79af95ceaef07fff48fe0,,,0,0x86f951adb15bb4a3371f03692c468fcf7104b8d3,,,0,0xe90eb9f5d781a8f351bf3fc6ead5387bed55c00e,,,48,,,,48
1051,01/01/2021-00:00:00,0x82da8d997be894b6ec93f447152d276fe746084c,0x1a77bc406eed3d05e53b7187d9be8ef9b6716258,mock reason text,mock server,mock channel,0,0x30d6feaf5cc6aa7dc2a33a993303e54ae193ffd0,,,0,0x5da27138c751e76e1af4ab8963c7926f5b4275f4,,,55,0xee81a01acd8a84d4261ee7b9dca53122a0972144,,,18,,,,18
1052,01/01/2021-00:00:00,0x30d6feaf5cc6aa7dc2a33a993303e54ae193ffd0,0x9765d60c1599475312884e299d01a503e33151c6,mock reason text,mock server,mock channel,21,0x8dd6c79db4467f557a7135beb2c599c6846ea590,,,21,0xf905660d67df234d0ba79af95ceaef07fff48fe0,,,13,0x86f951adb15bb4a3371f03692c468fcf7104b8d3,,,18,,,,18
1053,01/01/2021-00:00:00,0x1dfaf006ac01eeff60f3dac4b9947f36538d37c0,0xf65ab60dd89ee0fc802e155144e47f8a4ce82279,mock reason text,mock server,mock channel,21,0x86f951adb15bb4a3371f03692c468fcf7104b8d3,,,55,0xe90eb9f5d781a8f351bf3fc6ead5387bed55c00e,,,13,0x82da8d997be894b6ec93f447152d276fe746084c,,,29,,,,29
1054,01/01/2021-00:00:00,0xd01add23f0004116518e060431e270d75aac979d,0xa5d9f4ccb981604d375908ef7c4e380f63ee4eb4,mock reason text,mock server,mock channel,13,0xae30cb4d07916e25ddc6b3fe385a7980112d41d7,,,0,0x30d6feaf5cc6aa7dc2a33a993303e54ae193ffd0,,,13,0x5da27138c751e76e1af4ab8963c7926f5b4275f4,,,8,,,,8
1055,01/01/2021-00:00:00,0xf6421ae52ae94155586396ce7fb39fdb5b668ec5,0x307a3725c3ab56f564a01b153a38c08067a75860,mock reason text,mock server,mock channel,13,0xf905660d67df234d0ba79af95ceaef07fff48fe0,,,13,0x86f951adb15bb4a3371f03692c468fcf7104b8d3,,,13,0xe90eb9f5d781a8f351bf3fc6ead5387bed55c00e,,,13,,,,13
1056,01/01/2021-00:00:00,0x750fa2f8fa8fb7f5427acffa7bcf5e1791cb68ab,0xfcab2d45de6cc2c855e9e74d20b7669711cc3f84,mock reason text,mock server,mock channel,21,0xee81a01acd8a84d4261ee7b9dca53122a0972144,,,21,0x1dfaf006ac01eeff60f3dac4b9947f36538d37c0,,,21,0x8dd6c79db4467f557a7135beb2c599c6846ea590,,,21,,,,21
1057,01/01/2021-00:00:00,0xc64d1c4382b5cb467bc9415ab68fe672c92605c8,0x461fe4db91419925dc2a8948ec2ec2dcee7488d5,mock reason text,mock server,mock channel,0,0x82da8d997be894b6ec93f447152d276fe746084c,,,144,0xae30cb4d07916e25ddc6b3fe385a7980112d41d7,,,13,0x30d6feaf5cc6aa7dc2a33a993303e54ae193ffd0,,,52,,,,52
1058,01/01/2021-00:00:00,0xf50941cbc73ab1a40e33dd1c4446aa8648933ecb,0xf6421ae52ae94155586396ce7fb39fdb5b668ec5,mock reason text,mock server,mock channel,21,0xe90eb9f5d781a8f351bf3fc6ead5387bed55c00e,,,13,0x82da8d997be894b6ec93f447152d276fe746084c,,,0,0xae30cb4d07916e25ddc6b3fe385a7980112d41d7,,,11,10,,addition comment,21
1059,01/01/2021-00:00:00,0x5da27138c751e76e1af4ab8963c7926f5b4275f4,0x8dd6c79db4467f557a7135beb2c599c6846ea590,mock reason text,mock server,mock channel,21,0xe90eb9f5d781a8f351bf3fc6ead5387bed55c00e,,,21,0x82da8d997be894b6ec93f447152d276fe746084c,,,21,0xae30cb4d07916e25ddc6b3fe385a7980112d41d7,,,21,,,,21
1060,01/01/2021-00:00:00,0x8e8c1bd9393cb4a87044c589e222bb5c7dda105e,0xc8d83604c42c77a914c11c6638ab1138d7f13c6f,mock reason text,mock server,mock channel,13,0x1dfaf006ac01eeff60f3dac4b9947f36538d37c0,,,0,0x8dd6c79db4467f557a7135beb2c599c6846ea590,,,13,0xf905660d67df234d0ba79af95ceaef07fff48fe0,,,8,,,,8
1061,01/01/2021-00:00:00,0x836696840d1409cb5c995fbcc03fdf0f07ef0f45,0x97f3d97d8439125594c77fa4c1841344f0460219,mock reason text,mock server,mock channel,21,0x30d6feaf5cc6aa7dc2a33a993303e54ae193ffd0,,,0,0x5da27138c751e76e1af4ab8963c7926f5b4275f4,,,21,0xee81a01acd8a84d4261ee7b9dca53122a0972144,,,14,,,,14
1062,01/01/2021-00:00:00,0x94bf1eb295028aa7ec415162866134abb977995b,0xb9a1f634f68fc1039c681ae19e1385b1074e3ddd,mock reason text,mock server,mock channel,13,0x30d6feaf5cc6aa7dc2a33a993303e54ae193ffd0,,,13,0x5da27138c751e76e1af4ab8963c7926f5b4275f4,,,13,0xee81a01acd8a84d4261ee7b9dca53122a0972144,,,13,,,,13
1063,01/01/2021-00:00:00,0xb629b2eb76f374df0278f934f876160beff86a9a,0x797fd97cf62f9411b4627da523e23746d36523e6,mock reason text,mock server,mock channel,0,0x86f951adb15bb4a3371f03692c468fcf7104b8d3,,TRUE,144,0xe90eb9f5d781a8f351bf3fc6ead5387bed55c00e,,,55,0x82da8d997be894b6ec93f447152d276fe746084c,,,114,,,,0
1064,01/01/2021-00:00:00,0xa14b2b515832059d6a9e9b30fcf826bf44593aba,0xeebb53d4bf978786619e568d6c2f96987bcb450d,mock reason text,mock server,mock channel,13,0x82da8d997be894b6ec93f447152d276fe746084c,,,21,0xae30cb4d07916e25ddc6b3fe385a7980112d41d7,,,13,0x30d6feaf5cc6aa7dc2a33a993303e54ae193ffd0,,,15,,,,15
1065,01/01/2021-00:00:00,0xf6421ae52ae94155586396ce7fb39fdb5b668ec5,0x88dabdd38fa638ba601fdbdc5dd22c791f9b4f0f,mock reason text,mock server,mock channel,21,0x5da27138c751e76e1af4ab8963c7926f5b4275f4,,,21,0xee81a01acd8a84d4261ee7b9dca53122a0972144,,,0,0x1dfaf006ac01eeff60f3dac4b9947f36538d37c0,,,14,,,,14
1066,01/01/2021-00:00:00,0x85a7325223098ebaec543af9d7d6ee2fd2ad9c3c,0x750fa2f8fa8fb7f5427acffa7bcf5e1791cb68ab,mock reason text,mock server,mock channel,144,0x8dd6c79db4467f557a7135beb2c599c6846ea590,,,144,0xf905660d67df234d0ba79af95ceaef07fff48fe0,,,13,0x86f951adb15bb4a3371f03692c468fcf7104b8d3,,,100,,,,100
1067,01/01/2021-00:00:00,0x86f951adb15bb4a3371f03692c468fcf7104b8d3,0x4bb3b9e33ad8c9c69d16c17c0ed7f127963a8efe,mock reason text,mock server,mock channel,55,0xee81a01acd8a84d4261ee7b9dca53122a0972144,,,55,0x1dfaf006ac01eeff60f3dac4b9947f36538d37c0,,,13,0x8dd6c79db4467f557a7135beb2c599c6846ea590,,,41,,,,41
1068,01/01/2021-00:00:00,0xaa4e2498b440c591aa44eb01eb35e48dcdd87d72,0x81ddcba51702db667a32cac11d7e66295f17ff69,mock reason text,mock server,mock channel,13,0xe90eb9f5d781a8f351bf3fc6ead5387bed55c00e,,,13,0x82da8d997be894b6ec93f447152d276fe746084c,,,0,0xae30cb4d07916e25ddc6b3fe385a7980112d41d7,,,8,,,,8
